"root_4dpicontrol"	"root_4dpimycorrhized"	"root_28dpicontrol"	"root_28dpimycorrhized"	"WT_root_tip_3w_uninocul"	"WT_root_3w_uninocul"	"WT_root_3w_5mM_nitrate"	"WT_root_6w_5mM_nitrate"	"har1_root_3w_uninocul"	"har1_root_3w_inocul3"	"WT_root_3w_nodC_inocul1"	"WT_root_3w_inocul1"	"WT_root_3w_inocul3"	"WT_nodule_3w_inocul14"	"WT_nodule_3w_inocul21"	"WT_root_nodule_3w_inocul7"	"WT_root_nodule_3w_inocul21"	"WT_rootSZ_3w_uninocul"	"WT_rootSZ_3w_Nod_inocul1"	"WT_rootSZ_3w_inocul1"	"nfr5_rootSZ_3w_uninocul"	"nfr5_rootSZ_3w_inocul1"	"nfr1_rootSZ_3w_uninocul"	"nfr1_rootSZ_3w_inocul1"	"nup133_rootSZ_3w_uninocul"	"nup133_rootSZ_3w_inocul1"	"cyclops_root_3w_uninocul_mean"	"cyclops_root_nodule_3w_inocul21_mean"	"nin_rootSZ_3w_uninocul"	"nin_rootSZ_3w_inocul1"	"sen1_root_3w_uninocul"	"sen1_nodule_3w_inocul21"	"sst1_root_3w_uninocul"	"sst1_nodule_3w_inocul21"	"cyclops_root_3w_inocul_mean"	"Root"	"Root0h"	"Nod21"
"chr6.CM0314.37_at"	4.18946987645499	4.25397875152166	4.21276295155414	4.24993563275984	4.77628754283014	4.5098095049086	4.5546755199804	4.16665282062403	4.56162260543056	4.03529318137951	4.51893995836729	4.30582840252499	4.30953927170035	9.46305049249207	9.49312547381526	8.65502980327065	4.58786124686545	4.6249532052489	3.96752204326494	4.34752058998428	4.53271454029852	4.63045774351484	4.49320568975191	4.36010433746387	4.65452209711006	4.97016740354046	4.56647717357628	4.57748650460806	4.41899722203797	4.59714507071754	4.62448249702046	8.81038505704162	4.46323212758902	9.06236110971651	4.78301507075497	4.23466142306529	4.28499384703225	9.11698418188993
"chr6.CM0539.1_at"	4.48683925026187	4.71516295616941	4.84908060545117	4.47453516625165	5.9059447843812	6.13520551915608	6.22988678261134	6.08155202138874	5.99978979585397	5.84467131807169	6.19893999220213	6.03891571999046	6.34069081843558	6.11418205487388	6.12860566682139	5.88775544489383	6.09660578872701	6.03259209494207	5.91235099097276	6.2307904549489	6.3293037062077	6.25329020501454	6.01776562152735	6.35499766988396	6.23569421541845	6.22137713670223	5.91104051674019	6.37429712752631	6.26289718469211	6.29948586755518	6.27918161894728	6.21249586923592	6.33173136092057	6.12945535673572	5.99009611122655	6.58244748736428	6.48116203547995	6.32483376004133
"chr6.CM0836.62_at"	3.44560972316613	3.43675755706071	3.32993765708978	3.37969791554892	5.42800701411099	5.09404463598408	5.13031283034887	5.01853070977618	4.80957118792493	5.12353531611171	5.19351780463735	5.13370801835265	5.44781868338974	5.05149568787925	4.9676790793028	4.8749759246485	4.98666358825682	4.98448979324136	4.78698328020352	5.11277061439839	5.26368968923797	5.03265115665389	5.10592729191711	5.18812854670024	5.0476612929327	5.10359726446813	4.97453131886537	5.39535332905963	5.18027679773284	5.28557148177272	5.14917910354431	4.9915272255383	5.15170073437486	4.94384000615279	5.52242844965237	5.86664367890462	5.96948986260252	5.76148833121463
"chr6.TM0756.2_at"	4.11700258611469	3.90865534120718	4.15045390746344	5.49269100436613	3.96440101130342	3.67050670405588	3.81096212197863	4.11825800955343	3.96835229786414	3.94484250523013	3.91859536011086	3.94323093255234	3.72466880610612	3.65865990862965	3.59988975790428	3.75416613281183	3.75743723096094	4.2174585482639	3.75683712329716	3.98333851084474	4.07588693001437	3.899393589028	4.38974923845994	4.01299892276815	4.08743407303169	4.12480910302592	3.93066613723976	3.60294022943628	4.0759531387093	4.11756780313153	3.78087733612982	5.74009190284684	3.93576882849132	3.8502837626525	3.89959611042002	3.79801408881628	3.52452059769415	3.58929665967744
"chr6.TM0957.14.1_at"	4.57554980185042	4.58559483286318	4.69849658121048	4.60010839672076	4.83351618109333	4.85779486662447	4.86688039045112	4.71956972629659	4.78760007024775	4.70517840361931	4.91249310794485	4.73102720580092	4.92546948572395	4.74811835130736	4.79380510483864	4.69300705549833	4.73251623877749	4.67466826317049	4.56474394647982	4.6740803873913	4.55848939552486	4.63950397756798	4.49227804538158	4.62218461614722	4.97545706574664	4.99583294454842	4.68927233527559	4.88954429315068	4.522166766396	4.85350573737311	4.64424665796988	4.88537436858391	4.87410512391516	4.79541857559803	4.80162473324796	5.84349224175721	6.00142477890223	5.79613373572039
"chr6.TM1657.6_at"	3.45837135093667	3.42064700548347	3.42035601078635	3.35313745080747	3.62205832981881	3.47257806671852	3.33270081556673	3.34262149309117	3.22585938296234	3.48631641374047	3.62592634221738	3.4990588496159	3.63087421122723	3.45366332156546	3.50894205296091	3.40547156763476	3.54651776031163	3.33397080649789	3.14200773941156	3.43805633369298	3.67018326448978	3.39151061607261	3.50739654555622	3.44990817760265	3.51251511779411	3.36837111373061	3.44392795368909	3.65134372058483	3.59578232370836	3.47685510471232	3.38102188485878	3.62936031477652	3.31384412805756	3.73021091883221	3.66558523831085	4.56352285096805	4.78242057277424	3.81913768327872
"CM0300.5_at"	4.28203777690526	4.26168924568299	4.24638158126997	4.30637728289701	4.00114132791509	3.81617928331543	4.01764168775809	3.87731768253905	3.98866177241732	3.98897293539143	3.95565129860632	3.86242091173313	3.74558109698324	8.11692754266145	8.06598776363127	6.97635740747232	4.52535828500997	3.97800173896178	3.7710905783029	3.94556222480274	3.77730004602696	3.82485161563715	3.88297929050635	3.72017703506538	3.9176630703179	3.89074216611473	3.94536493387729	3.88120290808826	3.75243624351056	3.64392131335531	3.94870395765578	8.14152180940916	3.93673708120282	8.15676550043675	3.8849950179715	3.57712912255107	3.60645933931295	8.11492297420459
"CM0319.4_at"	3.18439617509152	3.55176737275391	3.60461430279233	3.48149236520377	8.1509151420489	7.4262395006754	7.70286320251655	7.31726552779891	7.44743654520941	7.29180606170623	7.56258254055189	7.63221215525912	7.98716436066581	6.95563073922317	7.16583344817534	7.18996741859089	7.60233643091352	6.71635019155514	7.46149095575615	7.04991434595702	6.75264997698142	6.95971185335088	6.25715212938623	6.92452389655737	6.81935894337993	6.9968918960484	7.02949492138102	7.76849101673397	6.76784357539333	6.86064061038574	7.65818975396546	7.17702640530012	7.66162590000521	7.15692518720055	7.70641946295506	7.84523982686329	7.78082530840173	8.06672548723814
"CM0905.18_at"	3.85478364713581	3.91714387138442	3.92900204229902	6.92918403439543	3.65183417299159	3.82283544408425	3.78422145159389	3.94710053204084	3.89437621264991	3.50357946619436	3.87126559215581	3.84025199276387	3.76769063453823	3.96769231109665	3.88108327013731	3.8956415592124	3.7336544253168	3.72582594857579	3.77503421431214	3.82188821018777	3.62324700151814	3.93025773755216	3.79813960629587	3.79283848815503	3.77073129355206	3.91846819052806	3.97340592789725	3.73172340310583	3.65615479583436	3.63719134495518	3.56438142325717	3.82527922899393	3.78728483882556	4.02536419065702	3.54911438673389	3.26551128838419	3.30199195857182	3.67442042433632
"CM1102.1_s_at"	3.81670522559494	3.7810118628752	3.64626157712834	3.68914691834219	5.22123111757373	5.28302097092204	5.14432667392214	4.9805540220578	4.97100703123921	4.93766308697359	5.18199139385965	5.30851519152448	5.40629694945302	5.51751313561415	5.49995940828243	5.29914202642259	5.52552464970793	5.06614568402382	4.7532711747088	5.24676087963363	5.4599769268939	5.61856221992171	5.32474992796378	5.35750566322556	5.42018095430488	5.27542737825379	4.68958486113045	5.44057185212875	5.45933867517129	5.3440122691435	5.22186279713345	5.53730670758366	5.15171231340755	5.74881001346506	5.43109847778186	5.32597144332985	5.63704776588528	4.52674042681347
"CM1257.20_at"	5.23986164097477	5.26234816150827	5.35101417554801	5.29029023516065	4.7030225861556	4.72888227667478	4.96345982560383	4.86443735170033	4.94895136140812	4.96581225048793	4.77879570830352	4.94485867349643	4.57983801892635	4.70721220151009	4.54971349985845	4.97994238232888	4.85020046585976	4.96209609843159	5.31385601402868	4.84160106842908	4.86476137827335	4.7893483515502	4.93764157272937	4.79082783848807	4.7828727583455	4.78029087867866	4.9596998304165	4.63388397110904	4.59459850213512	4.77065920041366	4.77824075066786	4.64441012972569	4.91226510389863	4.6627218558261	4.82230371323409	3.82097731972942	3.87791591538952	3.91385133301818
"gi11065214_at"	6.55763310439303	6.5129659810776	6.6428752526378	6.48843715946027	6.48230580706471	6.92338253486784	6.68152822856711	6.92887076958621	6.42977270242915	6.63071768584567	6.84459394242373	6.83335603364327	6.89621089830636	7.10365917674936	7.10936462468338	6.77072520166329	7.08171698943161	6.63671922298164	5.20069902498668	6.65266429993054	6.87652876688524	6.69745144457837	6.97149973493338	6.72183525546589	6.69034401666132	6.57840780088335	6.50023956982803	6.9592275573511	6.96039516630632	6.78926899610538	6.78764766859423	7.12309243956026	6.61341106365681	7.19120340090186	7.00097236069327	6.4019138799721	6.44966915334676	6.44609276570547
"gi15189162_at"	2.9427217160401	2.74303760746869	2.90340314599486	2.93024930656781	2.80576355158341	2.87469958850187	2.91609365089377	2.77375054705987	2.91979031297883	3.01709740499473	2.72810116357373	2.83250132592558	2.75535990485135	9.31217467785745	9.35544454095332	8.67223604456706	5.41084215738988	2.90928619130063	2.94473367258218	3.031258671119	3.22877466924745	2.74748243034592	2.85131903063246	2.95815500919863	2.80143732089014	2.76919547167128	2.91207345228211	2.9402142781975	2.77915461948187	2.90910082438265	3.02142438647745	9.23280611669185	2.91425103168611	9.30014451223623	2.96690060688529	2.86262936054754	2.74176862489989	9.25139593921621
"gi2367430_at"	4.08969711287317	4.20152042913231	4.29768940623245	4.28578965051906	4.21438135256066	3.99616560474056	3.81357189807125	4.15655381020799	4.19675974464131	4.39295050138818	3.95709579251464	4.25113888739476	3.86081602310508	9.15438041616902	9.25499820027054	8.54941833871098	4.66628409984636	4.02571769517592	3.98982258378254	4.50542719578097	3.93612031891194	3.88609372848353	4.25310175859865	3.92859689654918	4.10368744789172	4.01135237020406	3.89928218477731	3.81619689255324	3.91429043287055	3.90180295820479	3.83430575844043	8.93229571013601	3.99323241685348	9.19186678111969	3.70295246315764	3.59588109998018	3.37870293466792	9.17500952348021
"gi29966314_at"	3.39787854708494	3.43566643894273	3.30307725765982	3.38728099640231	3.0734013972738	3.02471809614006	3.03948118048401	3.00340277985821	3.03448172183327	3.10377020174189	2.96536069109608	3.07411360190086	3.03409203927529	7.49350097363182	7.475679314788	6.39186853599833	2.93317578688773	3.09871747037435	3.28077962818302	2.91581747436648	2.98021246189595	3.12445964532653	3.09101063467029	3.07598419011105	3.19304506483368	3.10829727447115	3.12262920674234	2.96353960573179	2.98053233760412	3.028334982098	2.94038868251472	7.29301767977278	3.02504832788804	7.51800442931217	3.1091279209047	2.72846701882979	2.7539027212843	7.57692221815508
"gi45352236_at"	4.61890542424181	4.61479373077924	4.67985085126465	4.52234928938571	4.18426295973018	4.10174378698404	4.32366764749291	4.27452076383087	4.19066483776852	4.40901538959844	4.09888921960479	4.28252530927609	3.85055177534004	4.01089229861315	3.99086560864894	4.29791921892252	4.29138640864152	4.22112404525323	4.45398560294339	4.31499968663533	4.20547887737331	4.2251257180768	4.22337668161323	4.28410504811305	4.30554103049969	4.22153506046658	4.44316759375352	4.12270199586009	4.2458775331227	4.09500101337755	4.25998187450631	4.07138977207655	4.33730250546917	4.09555216610826	4.38259147512148	6.74547043973016	6.5012190974796	6.84807427431897
"gi45352481_at"	6.93217468352288	6.88302089051917	6.70198370725347	6.66930517785054	5.48675766560017	5.82388873545987	5.57635053771219	5.87294280117233	5.6916356666456	5.95048889494966	5.70012579715266	5.74270186036365	5.55191252531807	5.74190964138754	5.74422679786762	5.85513209231194	5.55973502928329	5.68060255070858	5.60498187709159	5.60143593093686	5.74136081421099	5.61866022123937	5.87801305426044	5.80331403491358	5.83123710778709	5.63150922861911	5.95032218877672	5.52197678478002	5.71053959381936	5.59476342285723	5.6460544868751	5.56104310413778	5.77320281032288	5.56932875205422	5.73194224045006	5.67517378757893	5.66090976775081	5.48600781833087
"gi45354665_at"	3.38889535440406	3.56511167052642	3.56028727205286	3.46900866646153	3.61791499747251	3.27214736124414	3.36739237704979	3.53649720968264	3.39068229136239	3.33568060441028	3.37609835316269	3.39702201025167	3.19009767783607	4.56006402752878	4.58052292236944	4.37258722327914	3.32589176954699	3.24560733310723	3.24555670344953	3.15104656184055	3.11569071906737	3.40920192631113	3.37973537836282	3.32546758223677	3.33279362232884	3.2994451630783	3.41383387053729	3.44862471283452	3.21561852562432	3.14105697592013	3.35671940662657	4.58356036670372	3.2705418497831	4.62798787126854	3.33810137515545	3.11847189391279	3.10451492701308	4.39497247450685
"gi45396605_at"	6.29300329584956	6.25564638954865	6.49433007319222	6.4403195498569	6.19738869173681	6.00534279714069	6.00712625969761	6.16157434294213	6.4570019676751	5.79367192822944	6.23652417708037	6.33655666840363	5.99774230071344	3.70006417131356	3.41382399605837	5.9926912943458	5.97491586996907	6.2733297342382	6.63079947389068	6.28020480947927	6.14190836500391	6.70780321413203	6.55062308766461	6.43330337079716	6.86651444676162	6.51741717859464	6.49752433228502	5.95621812598341	6.16609199669422	6.43036926688063	6.27016200350392	3.98197808051537	6.28885620361396	4.00627444314463	6.30491487295328	5.57325608628995	5.59835529010939	3.60676877633006
"gi45398394_at"	4.70780799845124	4.57039031767077	4.64665755909491	6.22189150986845	4.50999209745933	4.82690474513888	4.77552880465956	4.64246597073179	4.78809156285401	4.44219938970802	4.91948445224054	4.49641056658372	4.59238480016169	4.43663555130599	4.34162122003884	4.59689302460589	4.62938463549623	4.78914870259895	4.2882405428572	4.51843186262502	4.73285954712898	4.6989155056736	4.84096931656019	4.7552612079728	4.70389271890573	4.66240081944236	5.04997138520863	4.67573116069163	4.81049186701111	4.51601760917447	4.68041679536263	4.30968978546324	4.56692923271331	4.32249290199646	4.81827956293436	4.07248742586679	4.03985493693699	4.29501753040894
"gi45413571_x_at"	3.97509733015313	3.32770152981687	3.33941062649694	3.44402057245276	3.63291473929644	3.57769925914776	3.31376409750039	3.88474430178502	3.3530500108568	5.34488601736386	3.3529695593489	3.68882695273576	3.21561049949123	3.1163645795151	2.98129860755639	3.88521485666831	3.69692946565207	3.55350350419625	3.57713750926819	3.45045093051581	3.90120267623615	3.38527800477994	4.17370857809799	4.30487017444469	3.19487817073825	3.34875606012249	5.30507945202716	3.22603414286651	3.80218804993343	4.1666574718337	4.07325881207577	3.16768778809877	3.31178312005622	3.28367806122986	4.41619977446617	2.99441640818277	2.85430694852464	2.98903992969287
"gi45573269_at"	8.0102134959114	7.91129469302015	8.02529726503434	7.99492569166314	5.4981022152183	5.45671757575029	6.1399621354235	5.79254398593366	5.83932101827148	5.4742099684937	5.4511371611403	5.33914256106317	5.19948549285291	5.49977547918862	6.27657957752489	5.99417586815289	5.31655504445926	5.40749458930399	5.34295128644026	5.23293582350066	5.56423300970612	5.41251174846015	5.91119222974282	5.52108884865308	5.62537759168192	5.35972285987553	5.87131465014394	5.43227116994457	5.52220464123145	5.35162587901894	5.77126665308234	5.56483453422488	5.77046868785123	5.48551037187901	5.71348525011759	5.25803168651878	5.51790259453216	5.83111385352219
"gi45577883_at"	6.39342184336497	6.20973022089784	6.28366016815689	6.25431715385543	6.87712389172689	7.18384036558825	6.74352193954665	6.72503604312434	7.06717491061423	7.18396175795889	7.01284475791283	7.10846506458935	6.75790749507265	3.22705825727576	2.97421748133964	6.1584059331132	6.36389841436528	7.19017100856139	6.13264938972376	7.30931945500535	7.32814840767454	7.14788179981667	7.61257902237141	7.39827819043027	7.43746546168967	7.41848089774779	7.17276987437165	6.69877840475216	7.39932468614243	7.12768567363301	6.95240354398423	3.33641349709211	6.96212035062743	3.26359294353334	7.00041649884252	6.09194542668277	6.47926818700599	3.59448910113918
"gi45605265_at"	4.40740681571293	4.41043185917905	4.335980078368	4.3084137322606	4.00860147152637	3.84263648504306	3.82655225923901	3.9040452677332	3.93396060694605	3.77307353290995	3.73207542851276	3.8355803099277	3.8442215667603	3.8951840221973	3.66677442833138	3.72851594620379	3.88482651073967	3.78934450652139	4.13580635202969	3.56679938692711	3.66678720763912	3.62805403088825	3.7383931659834	3.64542117514752	3.76609277823885	3.76292653155647	4.07980943724428	3.78665930903131	3.68677474075788	3.74570864709998	3.79218035021081	3.6578350238734	3.86429387815992	3.61326380752854	3.78058770019105	8.91129801515376	9.06310522463662	8.79145258137366
"gi45609297_at"	3.97032587523957	3.94224178401214	4.0469209638761	3.87586511703477	3.67498334892182	3.50945968306443	3.70647130611295	3.85850829816056	3.67645509036368	4.08414775099514	3.60589722193511	3.58808350495369	3.64491189248072	3.51870482379058	3.60747143983336	3.67889729775434	3.57536635180316	3.64598761060012	3.65009184715662	3.55912947435604	3.56133581335532	3.67035136424974	3.85594776944508	3.8064935866181	3.61670384451376	3.55725196220539	4.06158546114941	3.66675909294651	3.59658596950566	3.65401623328611	3.85970602936251	3.62367938086568	3.68718301597611	3.51379961268894	3.6457448918356	6.91642756576202	6.70361624243937	6.60690285697697
"gi45609677_at"	6.60443015618659	6.48659819326887	6.61273299967127	6.82831264123063	6.09278164917571	6.57411163810939	6.39980053030783	6.75403867159847	6.57482197295257	6.78750106748431	6.63613945046708	6.66038691189356	6.18581965937471	7.03930095136856	7.07414221807626	6.78231676478362	6.42411671506011	6.29448525393119	5.95595135260581	6.52704375721516	7.02019964482249	6.90818518655863	7.49069130966765	7.08874261276295	7.18276236206765	6.86601828264203	7.16131939703451	6.64699422867975	6.94019342707159	6.87162538432438	6.88862240734955	7.23849684089437	6.61526030976804	7.64075278214204	7.01038406686684	3.0013514563337	3.41694933237384	3.05717068180347
"gi45614135_at"	5.61033589061142	5.64007916019197	5.35549605796017	5.47926297716206	5.20562625399087	6.01088474834746	5.74887692920702	5.69013983561504	5.9625119360954	5.72225742359177	6.10764852717839	5.58664173268506	5.62619563775074	3.43240530878635	2.99872778253379	5.50960288850886	5.56686249009061	5.87293717199971	5.92723531147005	5.52791603866821	5.58269899853314	5.44565488944205	5.88145155879728	5.51960319336013	5.58851377540515	5.29912204270932	6.18645344989524	5.82093123512853	5.9028136450131	5.45352463085042	5.9802418070855	3.57705923050629	5.81778355290402	3.39219699946486	6.08668154075243	5.10501170474049	5.03959197335056	3.35364794746886
"gi45617661_at"	7.04198018107337	7.07001867583423	7.01720143702492	7.07453163277396	6.74686795886203	6.90655155479678	6.80492156826218	6.76560974811564	6.87559875558273	6.43652209414264	6.91428392094484	6.73227983399441	6.78204238494269	6.87060466170113	6.84861867451855	6.77998099663554	6.78866201034528	6.74827056512224	6.3303303454449	6.51005296229163	6.39967421878689	6.80336540321208	6.823607071934	6.4592939394127	6.80859991592705	6.8562156384644	6.89401024735046	6.74025218443821	6.50657597368668	6.27786079323931	6.55508943072608	6.74019661249352	6.8165178940775	6.76766413242523	6.70250321617572	4.35774674939987	4.20272800423063	4.57638689296153
"gi45617661_x_at"	7.20781542600035	7.16536981981152	7.14731533900139	7.24269777471759	6.85038566637071	6.99092846620289	6.93201853111782	6.96571281788103	7.06195167205024	6.66411943760905	7.03788840403051	6.83811898625842	6.91886335523098	6.96277362673555	6.96248964608219	6.87960474466567	6.91847758901041	6.86331424362649	6.50768061628296	6.66841247541099	6.61552822707428	6.90780527773218	7.01222339657123	6.68123478220048	6.9298885216166	6.97704810547809	6.96930182863365	6.91735901512483	6.65865910284544	6.48455584317078	6.75105000562424	6.82861141722555	6.9329453288057	6.90520603241246	6.89979366931144	4.70434561336189	4.59014080858743	4.7324369970329
"gi45618245_at"	6.9479274624209	6.76101937496919	6.71692038636293	6.7752553542117	5.81504354773498	6.07843321485225	5.8831050946867	5.93408963924666	6.34244354992991	6.34128127716866	6.07868756836605	6.06129373545115	5.91783684422189	6.67263909083176	6.58877515934547	6.47225046301586	5.79615197125049	6.13637625015262	6.30310237537199	6.05718440144664	6.05064341844831	5.82287132403329	6.35752159118045	6.02558815746014	5.84512288074671	5.8770156345807	6.44640529867667	5.95640715529258	5.94383820543434	5.89616436725366	6.15411046854194	6.52628986052185	6.00473855633852	6.6138606149518	6.05558188581068	3.7726229975468	3.72881625696762	3.77277243228145
"gi45618277_at"	5.89652729775645	5.77319348093484	5.77701434886245	5.71933753169311	5.555394602355	5.50844457158376	5.56877189333319	5.95511171764218	5.65936374184291	5.67517721764587	5.74437084188773	5.64007916019197	5.24229184016046	5.62169712665708	5.58148300525009	5.75350870851218	5.47994701736358	5.54929785018675	5.75303919663728	5.46855790752424	5.52530950255043	5.63906615993651	5.74924647836126	5.5791447492018	5.72174026402998	5.50869173778403	5.71471252344878	5.43236300192709	5.49008169966858	5.48833010357494	5.51612269486964	5.50773514900369	5.48826808050647	5.63108991059609	5.51997581564365	4.47379532352283	4.44687995000856	5.26266428183355
"gi45620296_at"	5.72058059293208	5.28897889846866	5.11883776756365	5.22800755684993	4.61125165630396	5.0035166834696	4.80851095000611	4.90053765001586	5.32938958610245	5.48021383300389	4.80571632823927	4.97562968489744	4.95740327949932	5.39796811245078	5.31635863964867	5.15189177127161	4.78959785669962	5.17115990292458	4.28572771622857	5.04899024797272	5.00873348680666	4.79814314795718	5.47428544936982	5.0580022237255	4.94591897937656	4.7181684595723	5.66756444892156	5.10308076848683	5.09112098056327	4.91377925339776	5.04571282070895	5.38080937991425	5.06961464162229	5.57062434569346	5.38440331546117	2.58168544761445	2.72030151302986	2.67642192564403
"gi45620347_at"	7.35361989237455	7.21229446850034	7.24198929837718	7.31995101881844	6.42979205605045	6.54521459374207	6.49417886298101	6.68819280793907	6.5527204179433	6.5069702024221	6.5164814959844	6.47909779486572	6.45860313854968	6.22500783322877	6.28294875726471	6.45645249382172	6.33709472151396	6.57418143795139	6.15816683913014	6.34649564066472	6.29298295446567	6.41536042691591	6.602856512824	6.38104753268804	6.41887703969897	6.50755677792021	6.59640873189165	6.49876396109741	6.39346867292045	6.34242594981164	6.58312979169709	6.51335473222687	6.51426814763338	6.49990131984003	6.54067207078331	2.6650800676494	2.76579066773878	2.82939429606123
"gi45620947_at"	6.95060401826698	6.72006091447165	6.49676895698516	6.77802465427964	4.72323762564227	4.62231241481534	4.82774557592919	4.87012340391386	4.80781710924329	4.77873686375818	4.48649024823525	4.84761427778968	4.23077196568954	4.70691416987138	4.62831037467961	5.0909548865106	4.76962474095362	4.82114409674389	6.54915562683748	4.76741657835099	4.34359111317693	4.63719197201083	4.39996355202691	4.4892620166709	4.67153828243159	4.73563688723977	5.22758906149556	4.20800206251115	4.45401700915659	4.64326526585386	4.75458107932479	4.66818254312962	4.71944485228538	4.5631120110449	4.69211822763875	4.3492490201097	4.12751495777939	4.63740501612145
"gi45625734_at"	4.20375785427595	3.98753484883618	3.93572976637278	4.04479360872585	4.19132304660184	4.17058620885357	4.16023997486588	4.14702239769015	4.19311088389374	4.14758512611583	4.14156365162979	4.13721565590397	4.06123579965435	4.34746106948657	4.42291782679993	4.2763382875074	3.93701801131745	4.19843577265278	3.80364237826566	4.00460218672124	3.90400091432523	4.10361314258439	4.10660575233526	3.97948911200247	4.23000389750319	4.06093082258126	4.50971599581477	4.15485623648373	4.11103778516376	3.93749190199798	4.24202722660598	4.38723678822094	4.06512856788188	4.43502697123553	4.30970725434343	2.56591811882991	2.64494709370967	2.83190071823387
"gi45626334_at"	6.62289056737286	6.42564505982668	6.29332870173156	6.59207557169923	5.47867032024715	5.7662187877019	5.68812384911181	5.95374710347867	6.00007487164268	5.9655362964312	5.78029897255318	5.60050866919238	5.62415468089398	5.57436451501608	5.62654499531455	5.73736553117324	5.62520092119895	5.74034902761484	5.33495783064303	5.48999089039276	5.87263314961231	5.43397088087865	6.18627858030122	5.6665512478286	5.43690905923066	5.39337751509715	6.03840299791394	5.5363771161824	5.70068769074881	5.42745788337113	5.78414513114066	5.66471934908534	5.70987388429252	5.64010047548783	5.8049512170954	2.99721617203186	2.99595224935754	3.17638159961583
"gi45627787_at"	7.51325633568873	7.28864076811591	7.32406800502996	7.46167487437268	6.60049615379032	6.63755811731574	6.64858291497607	6.78820681086653	6.99433656349526	6.96296290237823	6.53348210484905	6.82517986671833	6.21823949690622	7.58737132525773	7.60374342018908	7.49963909464299	6.55381088939869	6.67489719401241	7.39456071403014	6.64422713747245	6.68628907014218	6.60349114763197	7.0322711536797	6.69882153839931	6.67826538215072	6.53629731697437	7.29128829409056	6.39041011579535	6.54327567202629	6.60832580858561	6.74328975020639	7.49726823077105	6.62788527934097	7.7200667630309	7.00687636984994	3.93776677267891	3.86167873425978	5.36133911296419
"gi45631520_at"	5.61678927931947	5.45243233145181	5.45961104573312	5.51316258171411	4.45432869142928	4.42560203509068	4.53603444715323	4.41400362723985	4.52887644215958	4.32722059888069	4.38717709823579	4.48793387585007	4.39612799155042	4.31478045112471	4.36005578347822	4.39927330220768	4.42391565971454	4.84806930466765	4.59874257307179	4.64407354109633	4.41584697471865	4.44850117114876	4.60458401422299	4.46199472417894	4.42260820029342	4.34644867861726	4.55235995215577	4.25117735624889	4.49348303263	4.49642060058225	4.4095785701358	4.23376876641072	4.33609787278547	4.26465679489032	4.33105828748527	4.24501490698896	4.12421561344349	4.58006261231328
"gi45631965_at"	5.51494372703398	5.27805853520661	5.40251520656041	5.18418515850309	4.73004799412034	4.82235200141798	4.9321979637813	5.29118700583892	4.42473644614587	4.59518247443627	4.72796287457496	5.33273328591397	4.95029771441262	9.66557294431824	9.66675204770245	9.58527754171539	6.42061851217983	5.1222243719251	5.05651328549587	5.44893323485516	5.07119089392288	4.74184911990331	4.56138860788438	4.95639731750738	5.31508106725522	5.03874968798633	4.5676739051464	5.56178102645883	4.8529829349844	5.16100167964866	4.83705938241686	9.68624530423021	5.50762970612322	9.68740029690704	4.41535744017161	4.42821221939299	4.13405874334362	9.53146689164732
"gi45636766_at"	4.03259680993069	3.95793474519168	4.16230378857082	4.06221041328689	3.61464339683459	3.34947592545097	3.82370969037575	3.5244410365182	3.44168972185239	3.38639503211432	3.36464404123845	3.53897184305842	3.15809344060793	2.83688307294518	2.54261722597307	3.03215098784934	3.20556766280446	3.40317209729387	3.45634507164741	3.82023003299186	3.31034591367918	3.52745992005946	3.39619489003936	3.20673441535439	3.3140332657358	3.32130605141937	3.72966144783417	3.41244390180189	3.23102966680073	3.33892473593334	3.38489522057917	2.85206396124111	3.61735391384157	2.60431059328542	3.57032956199828	6.77753383101341	6.73788705652679	2.57579798997607
"gi6325825_at"	6.92368768151285	6.87527444175151	7.14410721426242	6.86142229347507	6.77973893618857	7.48138103876947	7.39532865233793	6.74623114862522	7.12890484362561	6.20116818605549	6.99547307306711	6.99136086283693	6.86876493929085	4.44101815900636	4.32386507078831	6.68409659500988	7.03047720930573	7.50020328515522	6.79012985590424	7.54981440724883	7.01087127759512	7.27150215773823	6.91038182658402	7.2593342605325	7.41161066699724	7.29107020644573	7.29130192298928	7.16743903100706	7.32676819963557	7.50269408402287	7.52126925134552	4.62141748096596	7.39805773592568	4.63942667466618	7.14045304310116	6.94248515416982	6.97448826551824	4.55186223195704
"gi7720856_at"	3.08572835853455	3.09860018525409	3.15300948924168	3.08984628368709	4.08994489787741	4.66866128376929	4.45025871683401	4.70757333293877	4.22419815836997	4.07228128157358	4.57906232240231	4.76199443150852	4.9266303024888	4.87113565065106	4.72132523051909	4.79679830210235	4.9523562525876	4.80245424417156	4.42029015909893	4.90048555059527	5.22336211247542	5.07223826070672	4.55577719015216	5.03775098492018	5.07824409709105	4.98401064966709	4.21704437956162	4.82755344835589	4.96320820052386	4.89468557688416	4.48881388206578	4.72532374307044	4.62567844661944	4.74026036307661	4.73590015829639	5.23875311983516	5.2080096535165	4.89517954819896
